name,address,sentiment_compound,n_reviews_scored,pct_positive
Roll N Rock,"608, 21st Cross, Kumaraswamy Layout, Bangalore",0.798,2.0,1.0
Roll N Roll,"374, Next To Manyata Tech Park, 1st Cross, Narayanappa Block, Nagawara, Bangalore",0.967,2.0,1.0
Roll Over,"10, Ground Floor, 24th Main, Ayodhya Nagar, 5th Phase, JP Nagar, Bangalore",0.868,9.0,1.0
Roll Over,"10, Ground Floor, 24th Main, Ayodhya Nagar, 5th Phase, JP Nagar, Bangalore",0.856,8.0,1.0
Roll Over,"102/2, LIC Colony, Opposite Bangalore One, Dr. Siddaiah Puranik Road, Basaveshwara Nagar, Bangalore",0.541,3.0,1.0
Roll Over,"1A/29 , Shop 2 , 27th Cross, Jayanagar, Bangalore",0.718,10.0,1.0
Roll Over,"2984, 12th Main, HAL 2nd Stage, Indiranagar, Bangalore",0.721,9.0,0.889
Roll Over,"2984, 12th Main, HAL 2nd Stage, Indiranagar, Bangalore",0.877,12.0,1.0
Roll Over,"412, 4th Cross, CMR Road, 2nd Block HRBR Layout, Kalyan Nagar, Bangalore",0.833,4.0,1.0
Roll Over,"58, 13th Cross, Margosa Road, Malleshwaram, Bangalore",0.339,117.0,0.607
Roll Over,"58, 13th Cross, Margosa Road, Malleshwaram, Bangalore",0.377,190.0,0.605
Roll Wala,"235, 31st Main Road, Opposite Siddeshwara Theatre, Phase 6, JP Nagar, Bangalore",0.817,2.0,1.0
Rolla Rappa,"OYO Flagship 674, 21st Cross, 4th Main, Sector 7, HSR, Bangalore",0.259,5.0,0.6
Rolla Rappa,"OYO Flagship 674, 21st Cross, 4th Main, Sector 7, HSR, Bangalore",0.333,5.0,0.6
Rollin,"4/36, Green Leaf Extension, 80 Feet Road, Koramangala 4th Block, Bangalore",0.607,6.0,0.833
Rollin,"4/36, Green Leaf Extension, 80 Feet Road, Koramangala 4th Block, Bangalore",0.614,6.0,0.833
Rollin,"4/36, Green Leaf Extension, 80 Feet Road, Koramangala 4th Block, Bangalore",0.614,6.0,0.833
Rollin,"4/36, Green Leaf Extension, 80 Feet Road, Koramangala 4th Block, Bangalore",0.616,6.0,0.833
Rollin,"4/36, Green Leaf Extension, 80 Feet Road, Koramangala 4th Block, Bangalore",0.616,6.0,0.833
Rolling Waffles,"40, 1st Main Road, West Of Chord Road, 3rd Stage, Basaveshwar Nagar, Bengaluru",0.205,3.0,0.667
Rolls & Bowls,"279, Shop 3, 8th Main Road, BEML Layout, 6th Stage, Brookefield, Bangalore",0.868,35.0,0.971
Rolls & Bowls,"279, Shop 3, 8th Main Road, BEML Layout, 6th Stage, Brookefield, Bangalore",0.868,25.0,0.96
Rolls & Bowls,"279, Shop 3, 8th Main Road, BEML Layout, 6th Stage, Brookefield, Bangalore",0.835,21.0,0.952
Rolls & Co,"6th Cross Road, Koramangala 6th Block, Bangalore",0.806,3.0,1.0
Rolls & Co,"6th Cross Road, Koramangala 6th Block, Bangalore",0.829,3.0,1.0
Rolls & Co,"6th Cross Road, Koramangala 6th Block, Bangalore",0.829,3.0,1.0
Rolls & Co,"6th Cross Road, Koramangala 6th Block, Bangalore",0.829,3.0,1.0
Rolls Corner,"701, 2nd Cross, Ashok Nagar, Basavanagudi, Bangalore",0.576,5.0,0.8
Rolls Kitchen,"1, WOC Road, Near Brigde, Rajajinagar, Bangalore",0.899,1.0,1.0
Rolls Kitchen,"12, Kaverappa Layout, Kadubeesanahalli",0.124,3.0,0.667
Rolls Kitchen,"12, Kaverappa Layout, Kadubeesanahalli",0.124,3.0,0.667
Rolls Kitchen,"52, 4th Cross, MSR Road, Mathikere, New BEL Road, Bangalore",0.981,1.0,1.0
Rolls Mania,"3rd Floor, Park Square Mall, ITPL Road, Whitefield, Bangalore",0.921,2.0,1.0
Rolls Mania,"3rd Floor, Park Square Mall, ITPL Road, Whitefield, Bangalore",0.923,2.0,1.0
Rolls Mania,"716/B, 80, 17th B Main Road, Koramangala Club Road, Koramangala 6th Block, Bangalore",0.635,2.0,1.0
Rolls Mania,"716/B, 80, 17th B Main Road, Koramangala Club Road, Koramangala 6th Block, Bangalore",0.696,2.0,1.0
Rolls Mania,"716/B, 80, 17th B Main Road, Koramangala Club Road, Koramangala 6th Block, Bangalore",0.696,2.0,1.0
Rolls On Wheel,"122A, KHB Colony, Koramangala 5th Block, Bangalore",0.104,10.0,0.5
Rolls On Wheel,"122A, KHB Colony, Koramangala 5th Block, Bangalore",0.194,12.0,0.583
Rolls On Wheels,"1, Maruthi Plaza, 9th B Main, Chairman Layout, Banaswadi, Bangalore",0.205,125.0,0.448
Rolls On Wheels,"1, Maruthi Plaza, 9th B Main, Chairman Layout, Banaswadi, Bangalore",0.094,231.0,0.377
Rolls On Wheels,"1, Maruthi Plaza, 9th B Main, Chairman Layout, Banaswadi, Bangalore",0.179,137.0,0.453
Rolls On Wheels,"1, Maruthi Plaza, 9th B Main, Chairman Layout, Banaswadi, Bangalore",0.19,261.0,0.467
Rolls On Wheels,"1004, 80 Feet Road, Near Wipro Signal, Koramangala 1st Block, Bangalore",0.253,120.0,0.575
Rolls On Wheels,"1004, 80 Feet Road, Near Wipro Signal, Koramangala 1st Block, Bangalore",0.264,414.0,0.64
Rolls On Wheels,"1004, 80 Feet Road, Near Wipro Signal, Koramangala 1st Block, Bangalore",0.112,84.0,0.429
Rolls On Wheels,"18, R J Garden, Outer Ring Road, Marathahalli, Bangalore",0.331,5.0,0.8
Rolls On Wheels,"18, R J Garden, Outer Ring Road, Marathahalli, Bangalore",0.331,5.0,0.8
Rolls On Wheels,"18/2 A, Spencer's Mall Compound, Sarjapur Road, Bangalore",0.674,2.0,1.0
Rolls On Wheels,"18/2 A, Spencer's Mall Compound, Sarjapur Road, Bangalore",-0.154,2.0,0.5
Rolls On Wheels,"23/1, Woods Street, Ashok Nagar, Brigade Road, Bangalore",0.117,116.0,0.483
Rolls On Wheels,"23/1, Woods Street, Ashok Nagar, Brigade Road, Bangalore",0.109,114.0,0.561
Rolls On Wheels,"23/1, Woods Street, Ashok Nagar, Brigade Road, Bangalore",0.055,116.0,0.448
Rolls On Wheels,"23/1, Woods Street, Ashok Nagar, Brigade Road, Bangalore",0.075,61.0,0.459
Rolls On Wheels,"23/1, Woods Street, Ashok Nagar, Brigade Road, Bangalore",0.049,196.0,0.418
Rolls On Wheels,"23/1, Woods Street, Ashok Nagar, Brigade Road, Bangalore",0.012,9.0,0.444
Rolls On Wheels,"2609, 27th Main, 16th Cross, Opposite NIFT College, HSR Layout, Bangalore",0.75,1.0,1.0
Rolls On Wheels,"27, Sri Vandhana Sai Nivas, 80 Feet Road, Near Saibaba Temple, Arekere, Bannerghatta Road, Bangalore",0.126,10.0,0.6
Rolls On Wheels,"3145, HAL, 2nd Stage, Opposite ESI Hospital, Indiranagar, Bangalore",0.759,3.0,1.0
Rolls On Wheels,"33/1, Ground Floor, Imperial Court, Cunningham Road, Bangalore",0.937,2.0,1.0
Rolls On Wheels,"33/1, Ground Floor, Imperial Court, Cunningham Road, Bangalore",0.942,2.0,1.0
Rolls On Wheels,"33/1, Ground Floor, Imperial Court, Cunningham Road, Bangalore",0.938,1.0,1.0
Rolls On Wheels,"3rd Cross, Maruthinagar Main Road, AGB Layout, Madiwala, 1st Stage, BTM, Bangalore",0.801,2.0,1.0
Rolls On Wheels,"427, 7th Cross, 7th Main, 2nd Stage, BTM, Bangalore",0.841,3.0,1.0
Rolls On Wheels,"53, Opposite Brigade Millenium, Kothanur Main Road, Sri Rama Layout, 7th Phase, JP Nagar, Bangalore",0.093,641.0,0.378
Rolls On Wheels,"53, Opposite Brigade Millenium, Kothanur Main Road, Sri Rama Layout, 7th Phase, JP Nagar, Bangalore",0.247,6.0,0.667
Rolls On Wheels,"54, Ground Floor, The Planet, Opposite Hindustan Unilever, Whitefield, Bangalore",0.165,135.0,0.519
Rolls On Wheels,"54, Ground Floor, The Planet, Opposite Hindustan Unilever, Whitefield, Bangalore",0.15,159.0,0.497
Rolls On Wheels,"78/1, 14/A & 14/B, Bettadasanapura Main Road, Phase 1, Begur Hobli, Electronic City, Bangalore",0.554,5.0,0.8
Rolls On Wheels,"8, 1st Main, Mount Joy Road, Hanumanth Nagar, 2nd Stage, Banashankari, Bangalore",0.771,2.0,1.0
Rolls On Wheels,"Shop 33 & 30, 21st Main, Near BDA Complex, 2nd Stage, Banashankari, Bangalore",0.866,3.0,1.0
Rolls On Wheels,"Shop No 18, RJ Garden, Marathahalli Post, Bangalore, Marathahalli, Bangalore",0.448,2.0,0.5
Rolls Plaza,"98 A, Main Road, Manjunath Layout, Munnekolala, Marathahalli, Bangalore",0.59,48.0,0.854
Rolls Plaza,"98 A, Main Road, Manjunath Layout, Munnekolala, Marathahalli, Bangalore",0.672,118.0,0.915
Rolls Plaza,"98 A, Main Road, Manjunath Layout, Munnekolala, Marathahalli, Bangalore",0.608,73.0,0.863
Rolls Plaza,"98 A, Main Road, Manjunath Layout, Munnekolala, Marathahalli, Bangalore",0.514,82.0,0.78
Romy's Kitchen,"22 C, Purva Riviera Shopping Complex, Marathahalli, Bangalore",0.281,4.0,0.5
Romy's Kitchen,"22 C, Purva Riviera Shopping Complex, Marathahalli, Bangalore",0.511,3.0,0.667
Ronnie's Kitchen,"395/A, KHB Colony, 17D Cross, Koramangala 5th Block, Bangalore",0.326,9.0,0.667
Ronnie's Kitchen,"395/A, KHB Colony, 17D Cross, Koramangala 5th Block, Bangalore",0.326,9.0,0.667
Ronnie's Kitchen,"395/A, KHB Colony, 17D Cross, Koramangala 5th Block, Bangalore",0.327,9.0,0.667
Roofnic,"5/1, 5th Main Road, Raghavendra Colony, Chamrajpet, Basavanagudi, Bangalore",0.95,4.0,1.0
Roofnic,"5/1, 5th Main Road, Raghavendra Colony, Chamrajpet, Basavanagudi, Bangalore",0.945,3.0,1.0
Rooftop Cafe,"16/33, 11th Main, 4th Block, Geetha Colony, Jayanagar, Bangalore",0.849,9.0,1.0
Rooftop Cafe,"16/33, 11th Main, 4th Block, Geetha Colony, Jayanagar, Bangalore",0.848,9.0,1.0
Rooftop Cafe,"16/33, 11th Main, 4th Block, Geetha Colony, Jayanagar, Bangalore",0.835,10.0,1.0
Rooftop Cafe,"16/33, 11th Main, 4th Block, Geetha Colony, Jayanagar, Bangalore",0.848,8.0,1.0
Roomali,"High Gates Hotel, 33, Church Street, Bangalore",0.881,29.0,1.0
Roomali,"High Gates Hotel, 33, Church Street, Bangalore",0.839,61.0,1.0
Roomali,"High Gates Hotel, 33, Church Street, Bangalore",0.837,22.0,1.0
Roomali,"High Gates Hotel, 33, Church Street, Bangalore",0.899,39.0,1.0
Roots,"43/A, 1st Main, Jakkasandra Road, Near Wipro Park, Koramangala 1st Block, Bangalore",0.876,160.0,0.994
Roots,"43/A, 1st Main, Jakkasandra Road, Near Wipro Park, Koramangala 1st Block, Bangalore",0.872,78.0,0.987
Roots,"43/A, 1st Main, Jakkasandra Road, Near Wipro Park, Koramangala 1st Block, Bangalore",0.862,49.0,0.98
Roots,"43/A, 1st Main, Jakkasandra Road, Near Wipro Park, Koramangala 1st Block, Bangalore",0.849,93.0,0.968
Roots,"43/A, 1st Main, Jakkasandra Road, Near Wipro Park, Koramangala 1st Block, Bangalore",0.815,54.0,0.926
Roots,"43/A, 1st Main, Jakkasandra Road, Near Wipro Park, Koramangala 1st Block, Bangalore",0.848,136.0,0.985
Roots,"43/A, 1st Main, Jakkasandra Road, Near Wipro Park, Koramangala 1st Block, Bangalore",0.876,142.0,0.993
Roots,"43/A, 1st Main, Jakkasandra Road, Near Wipro Park, Koramangala 1st Block, Bangalore",0.861,150.0,0.993
Roots,"43/A, 1st Main, Jakkasandra Road, Near Wipro Park, Koramangala 1st Block, Bangalore",0.865,150.0,0.993
Roots,"43/A, 1st Main, Jakkasandra Road, Near Wipro Park, Koramangala 1st Block, Bangalore",0.903,164.0,0.994
Roots,"43/A, 1st Main, Jakkasandra Road, Near Wipro Park, Koramangala 1st Block, Bangalore",0.869,102.0,0.99
Roots,"43/A, 1st Main, Jakkasandra Road, Near Wipro Park, Koramangala 1st Block, Bangalore",0.88,173.0,0.994
Roots n Fruits,"Phase 7, JP Nagar, Bangalore",0.892,1.0,1.0
Rosewood International Hotel - Bar & Restaurant,"19/1, New Timberyard Layout, Beside Satellite Bus Stop, Mysore Road, Bangalore",0.927,2.0,1.0
Ross Kitchen,"1, 4th Cross, Venkateshwara Layout, S.G Palya, D.R.C. Post, BTM, Bangalore",-0.778,1.0,0.0
Ross Kitchen,"1, 4th Cross, Venkateshwara Layout, S.G Palya, D.R.C. Post, BTM, Bangalore",0.431,5.0,0.8
Roti Ghar,"17, Gandhi Bazaar Main Road, Basavanagudi, Bangalore",0.763,13.0,0.923
Roti Ghar,"17, Gandhi Bazaar Main Road, Basavanagudi, Bangalore",0.767,17.0,0.941
Roti Ghar,"17, Gandhi Bazaar Main Road, Basavanagudi, Bangalore",0.746,13.0,0.923
Roti Ghar Ki,"140, Pattandur Agarahara, Whitefield, Bangalore",0.877,2.0,1.0
Roti Ghar Ki,"140, Pattandur Agarahara, Whitefield, Bangalore",0.793,4.0,1.0
Roti Shotti,"L 10, Opposite NAL Quarters Gate, Jeevan Bhima Nagar, Bangalore",0.94,2.0,1.0
Roti Wala,"688, 7th Main, 10th Cross Main Road, 2nd Stage, BTM, Bangalore",0.685,7.0,0.857
Roti Wala,"688, 7th Main, 10th Cross Main Road, 2nd Stage, BTM, Bangalore",0.685,7.0,0.857
Roti's Ghar,"19/6A, Bellandur Main, Road Bellandur, Bangalore Near vinayaka two wheelers services centre and srinivasa signature Bellandur",-0.645,1.0,0.0
Roti's Ghar,"19/6A, Bellandur Main, Road Bellandur, Bangalore Near vinayaka two wheelers services centre and srinivasa signature Bellandur",-0.187,2.0,0.5
RotiCurry,"17G, 18th Cross, 3rd Sector, HSR Layout, Bangalore",-0.659,1.0,0.0
Rotiyana,"Embassy Golf Links, Cherry Hills, Ring Road,richmand Road, Domlur, Bangalore",0.945,2.0,1.0
Rotiyana,"Embassy Golf Links, Cherry Hills, Ring Road,richmand Road, Domlur, Bangalore",0.945,2.0,1.0
Rotti Mane,"20, GKW Main Rd, 4 E Block, Marenahalli, Saraswathi Nagar, Vijay Nagar, Bangalore",0.84,1.0,1.0
Rotti Mane,"39/10A, 1st Main, 2nd Cross, Domlur Layout, Domlur, Bangalore",0.939,3.0,1.0
Rotti Mane,"4/733, Behind Cauvery School, 10th Cross, 10th Main, 2nd Stage, Off 80 Feet Road, Indiranagar, Bangalore",0.039,4.0,0.75
Rotti Mane,"Opposite Central Mall, Ninth Block, Jayanagar, Bangalore",0.857,4.0,1.0
Rotti Mane,"Opposite Central Mall, Ninth Block, Jayanagar, Bangalore",0.855,3.0,1.0
Rotti Mane,"Shop 20/1, Ground Floor, 4th Cross, Opposite Airtel Office, Thippasandra, Bangalore",0.551,7.0,0.714
Rotti Mane,"Shop 3, Dr. Rajgopal Road, Naga Shetty Halli, Sanjay Nagar, Bangalore",-0.077,1.0,0.0
Roundup Cafe,"20, Sai Nivas, 1st A Main Road, KHB Colony, Koramangala 5th Block, Bangalore",0.83,138.0,0.942
Roundup Cafe,"20, Sai Nivas, 1st A Main Road, KHB Colony, Koramangala 5th Block, Bangalore",0.883,36.0,0.972
Roundup Cafe,"20, Sai Nivas, 1st A Main Road, KHB Colony, Koramangala 5th Block, Bangalore",0.79,132.0,0.909
Roundup Cafe,"20, Sai Nivas, 1st A Main Road, KHB Colony, Koramangala 5th Block, Bangalore",0.852,39.0,0.949
Roundup Cafe,"20, Sai Nivas, 1st A Main Road, KHB Colony, Koramangala 5th Block, Bangalore",0.765,144.0,0.896
Roundup Cafe,"20, Sai Nivas, 1st A Main Road, KHB Colony, Koramangala 5th Block, Bangalore",0.821,226.0,0.925
Roundup Cafe,"20, Sai Nivas, 1st A Main Road, KHB Colony, Koramangala 5th Block, Bangalore",0.7,245.0,0.853
Roundup Cafe,"20, Sai Nivas, 1st A Main Road, KHB Colony, Koramangala 5th Block, Bangalore",0.793,178.0,0.916
Roundup Cafe,"20, Sai Nivas, 1st A Main Road, KHB Colony, Koramangala 5th Block, Bangalore",0.704,15.0,0.867
Roundup Cafe,"20, Sai Nivas, 1st A Main Road, KHB Colony, Koramangala 5th Block, Bangalore",0.678,261.0,0.831
Roundup Cafe,"20, Sai Nivas, 1st A Main Road, KHB Colony, Koramangala 5th Block, Bangalore",0.789,271.0,0.919
Roundup Cafe,"20, Sai Nivas, 1st A Main Road, KHB Colony, Koramangala 5th Block, Bangalore",0.805,195.0,0.918
Roundup Cafe,"20, Sai Nivas, 1st A Main Road, KHB Colony, Koramangala 5th Block, Bangalore",0.782,66.0,0.909
Roundup Cafe,"20, Sai Nivas, 1st A Main Road, KHB Colony, Koramangala 5th Block, Bangalore",0.765,227.0,0.894
Roundup Cafe,"20, Sai Nivas, 1st A Main Road, KHB Colony, Koramangala 5th Block, Bangalore",0.786,295.0,0.905
Roundup Cafe,"20, Sai Nivas, 1st A Main Road, KHB Colony, Koramangala 5th Block, Bangalore",0.802,276.0,0.917
Roundup Cafe,"20, Sai Nivas, 1st A Main Road, KHB Colony, Koramangala 5th Block, Bangalore",0.752,266.0,0.891
Roundup Cafe,"20, Sai Nivas, 1st A Main Road, KHB Colony, Koramangala 5th Block, Bangalore",0.717,97.0,0.866
Roundup Cafe,"20, Sai Nivas, 1st A Main Road, KHB Colony, Koramangala 5th Block, Bangalore",0.768,160.0,0.9
Roving Feast,"78, 21st Main Road, Near BDA Complex, 2nd Stage, Banashankari, Bangalore",0.795,12.0,1.0
Roving Feast,"78, 21st Main Road, Near BDA Complex, 2nd Stage, Banashankari, Bangalore",0.802,12.0,1.0
Roving Feast,"78, 21st Main Road, Near BDA Complex, 2nd Stage, Banashankari, Bangalore",0.784,11.0,1.0
Roving Feast,"78, 21st Main Road, Near BDA Complex, 2nd Stage, Banashankari, Bangalore",0.769,10.0,1.0
Roy Hotel & Restaurant,"1, SS Plaza, Opposite Ramaiah College, New BEL Road, Bangalore",0.956,1.0,1.0
Royal Afghan - ITC Windsor,"ITC Windsor, 25 Windsor Square, Sankey Road, Bangalore",0.911,5.0,1.0
Royal Beans,"Pipleline Road, Yeshwantpur, Bangalore",0.884,11.0,1.0
Royal Bengal Corner,"Infosys Gate 4, Electronic City, Bangalore",0.039,1.0,0.0
Royal Biriyani House,"2990/E, Kaggadasapura Main Road,Near Kala Wines, Kaggadasapura, Bangalore",0.918,7.0,1.0
Royal Biryani Kitchen,"15/A, 4th Main, Behind Ayyappa Swamy Temple, Madiwala, BTM, Bangalore",0.636,8.0,0.875
Royal Biryani Kitchen,"15/A, 4th Main, Behind Ayyappa Swamy Temple, Madiwala, BTM, Bangalore",0.646,8.0,0.875
Royal Biryani Kitchen,"15/A, 4th Main, Behind Ayyappa Swamy Temple, Madiwala, BTM, Bangalore",0.646,8.0,0.875
Royal Calcutta Restaurant,"1st Main, Janatha Colony, Near Govt School, Jakkasandra, Koramangala 1st Block, Bangalore",0.066,7.0,0.571
Royal Calcutta Restaurant,"1st Main, Janatha Colony, Near Govt School, Jakkasandra, Koramangala 1st Block, Bangalore",0.069,7.0,0.571
Royal Calcutta Restaurant,"1st Main, Janatha Colony, Near Govt School, Jakkasandra, Koramangala 1st Block, Bangalore",0.069,7.0,0.571
Royal Calcutta Restaurant,"1st Main, Janatha Colony, Near Govt School, Jakkasandra, Koramangala 1st Block, Bangalore",0.23,6.0,0.667
Royal Calcutta Restaurant,"27th Cross, Next To Mercy Hospital, Sector 7, HSR, Bangalore",-0.299,1.0,0.0
Royal Chef Naati Oota,"312, 15th cross, 5th phase, JP Nagar, Bangalore",0.804,3.0,1.0
Royal Chef Naati Oota,"312, 15th cross, 5th phase, JP Nagar, Bangalore",0.808,3.0,1.0
Royal Chowpatty,"7, Smondo 3, Neo Town, Electronic City, Phase 1, Electronic City, Bangalore",0.747,1.0,1.0
Royal Garden Restaurant,"12, SBR Complex, Near Big Bazar, Bhadrappa Layout, Hebbal, Bangalore",0.76,3.0,1.0
Royal Iceberry,"60/3, Ground Floor, Manipal County Road, Singasandra, Electronic City, Bangalore",0.923,3.0,1.0
Royal India Kabab Corner,"20, 11th Cross, Wilson Garden, Bangalore",0.17,3.0,0.667
Royal Kitchen,"58, 2nd Cross Road, Near, Sri Ram Temple Road, Annasandrapalya Extension, Old Airport Road, Bangalore",0.929,2.0,1.0
Royal Paris,"Opposite Federal Bank, Tavarekere Main Road, BTM Bangalore",0.402,3.0,0.667
Royal Paris,"Opposite Federal Bank, Tavarekere Main Road, BTM Bangalore",0.934,2.0,1.0
Royal Restaurant,"6, HKP Road, Broadway Road, Shivajinagar, Bangalore",0.415,4.0,0.75
Royal Savera,"66, MM Road, Near-Ismail Sait Mosque, Frazer Town, Bangalore",0.494,10.0,0.8
Royal Shark,"Garden Layyout, Second Stage, HSR, Bangalore",0.974,2.0,1.0
Royal South Restaurant,"4, S.R.T Alphines Luxurious Hotel, Narayana Hrudayalaya Hospital Road, Kithaganahali, Bommasandra, Electronic City, Bangalore",0.872,2.0,1.0
Royal Tea House,"5, H.K.P Road, Russel Market Junction",0.055,3.0,0.667
Royal Treat,"88, Industrial Layout, Beside Jyothi Nivas Girls College Main Gate, Koramangala 5th Block, Bangalore",0.952,3.0,1.0
Royal Treat,"88, Industrial Layout, Beside Jyothi Nivas Girls College Main Gate, Koramangala 5th Block, Bangalore",0.947,2.0,1.0
Royal View Restaurant,"51/1, Part 3, Hosur Road, Beside Market Square Mall, Madiwala, BTM, Bangalore",0.708,11.0,0.909
Royal View Restaurant,"51/1, Part 3, Hosur Road, Beside Market Square Mall, Madiwala, BTM, Bangalore",0.7,11.0,0.909
Royal View Restaurant,"51/1, Part 3, Hosur Road, Beside Market Square Mall, Madiwala, BTM, Bangalore",0.7,11.0,0.909
Royal View Restaurant,"51/1, Part 3, Hosur Road, Beside Market Square Mall, Madiwala, BTM, Bangalore",0.7,11.0,0.909
Royal's Biryani,"3,11th Cross, Maruthi Nagar, 1st Stage, BTM, Bangalore",0.959,1.0,1.0
Royale Dine,"71/2, Kaikondrahalli Sarjapur Main Road, Opposite Wipro Gate, Sarjapur Road, Bangalore",0.049,4.0,0.25
Royale Dine,"71/2, Kaikondrahalli Sarjapur Main Road, Opposite Wipro Gate, Sarjapur Road, Bangalore",0.049,4.0,0.25
Royanna Military Canteen,"Shop 9, St Patricks Complex, Shanthala Nagar, Ashok Nagar, Brigade Road, Bangalore",0.595,2.0,1.0
Royanna Military Canteen,"Shop 9, St Patricks Complex, Shanthala Nagar, Ashok Nagar, Brigade Road, Bangalore",0.699,2.0,1.0
Royanna Military Canteen,"Shop 9, St Patricks Complex, Shanthala Nagar, Ashok Nagar, Brigade Road, Bangalore",0.699,2.0,1.0
ROYCE' Chocolate,"Bengaluru Baking Company, JW Marriott, Bengaluru, Vittal Mallya Road, Lavelle Road, Bangalore",0.899,3.0,1.0
ROYCE' Chocolate,"Bengaluru Baking Company, JW Marriott, Bengaluru, Vittal Mallya Road, Lavelle Road, Bangalore",0.899,3.0,1.0
ROYCE' Chocolate,"Foodhall, 1 MG - Lido Mall, Trinity Circle, MG Road, Bangalore",0.957,1.0,1.0
ROYCE' Chocolate,"Foodhall, 1 MG - Lido Mall, Trinity Circle, MG Road, Bangalore",0.96,1.0,1.0
ROYCE' Chocolate,"Foodhall, 1 MG - Lido Mall, Trinity Circle, MG Road, Bangalore",0.96,1.0,1.0
RP Sweets,"Near Christ College, 5th Cross, SG Palya, BTM, Bangalore",0.608,7.0,0.857
RP Sweets,"Near Christ College, 5th Cross, SG Palya, BTM, Bangalore",0.608,7.0,0.857
RP Sweets,"Near Christ College, 5th Cross, SG Palya, BTM, Bangalore",0.608,7.0,0.857
RPS Food Corner,"Near Munekolala Bus Stand, Behind Laxmi Narayan Temple, Marathahalli, Bangalore",0.679,2.0,1.0
RR Biriyani,"1st cross, Malleshwaram",0.744,9.0,1.0
RR Biriyani,"1st cross, Malleshwaram",0.744,9.0,1.0
RR Catering,"Plot 8, Ashley Park Road, Town house, Off MG Road, Bangalore",0.865,6.0,1.0
RR Dum Biryani,"1st Main Road, 3rd Phase Opposite Motapa Park, Manjunathnagar, Basaveshwara Nagar, Bangalore",0.985,1.0,1.0
RR Dum Biryani,"1st Main Road, 3rd Phase Opposite Motapa Park, Manjunathnagar, Basaveshwara Nagar, Bangalore",0.985,1.0,1.0
RR Taste Of Bangalore,"7, 21st Cross, Cubbonpete, Nagarathpete, Majestic, Bangalore",0.71,1.0,1.0
RRoyal Rajasthan,"71/1G1, 3rd Floor, Bhoomi Plaza, Above Bata Showroom, Sarjapur Road, Bangalore",0.787,103.0,0.951
RRoyal Rajasthan,"71/1G1, 3rd Floor, Bhoomi Plaza, Above Bata Showroom, Sarjapur Road, Bangalore",0.839,251.0,0.972
RRoyal Rajasthan,"71/1G1, 3rd Floor, Bhoomi Plaza, Above Bata Showroom, Sarjapur Road, Bangalore",0.828,332.0,0.967
RRoyal Rajasthan,"71/1G1, 3rd Floor, Bhoomi Plaza, Above Bata Showroom, Sarjapur Road, Bangalore",0.809,95.0,0.958
RRoyal Rajasthan,"71/1G1, 3rd Floor, Bhoomi Plaza, Above Bata Showroom, Sarjapur Road, Bangalore",0.828,290.0,0.969
RRoyal Rajasthan,"71/1G1, 3rd Floor, Bhoomi Plaza, Above Bata Showroom, Sarjapur Road, Bangalore",0.823,250.0,0.968
RS Shiv Sagar,"36, Public Utility Building, 1st Floor, MG Road, Bangalore",0.617,8.0,0.75
RS Shiv Sagar,"3rd Floor, Mantri Square, Sampige Road, Malleshwaram, Bangalore",0.552,12.0,0.833
RS Shiv Sagar,"3rd Floor, Mantri Square, Sampige Road, Malleshwaram, Bangalore",0.665,11.0,0.909
RS Shiv Sagar,"5, Mallariah Complex, Near Corporation Bank, Gandhi Nagar, Basavanagudi, Bangalore",0.888,2.0,1.0
RS Shiv Sagar,"5, Narayana Pillai Street, Off Commercial Street, Commercial Street, Bangalore",0.709,7.0,0.857
RS Shiv Sagar,"5, Narayana Pillai Street, Off Commercial Street, Commercial Street, Bangalore",0.724,7.0,0.857
RS Shiv Sagar,"5, Narayana Pillai Street, Off Commercial Street, Commercial Street, Bangalore",0.867,9.0,1.0
RS Shiv Sagar Express,"62, 80 Feet Road, RMV 2nd Stage, Near M S Ramaiah Hospital, New BEL Road, Bangalore",0.929,3.0,1.0
RS Shiv Sagar Express,Near Cash Pharmacy,0.566,6.0,0.833
RSS Donne Biryani,"479/496/A, 2nd Block, BTM 6th Stage,Arekere, BTM, Bangalore",0.936,1.0,1.0
Ruchi Curry Point,"401, 7th Cross, 6th Main Road, Mathikere, Yeshwantpur, Bangalore",0.825,1.0,1.0
Ruchi Foods,"Kaleyana Agrahara Near Decathlon, Bannerghatta Road, Bangalore",0.0,1.0,0.0
Ruchi Maayaka,"Padmanabhanagar, Banashankari, Bangalore",0.347,3.0,0.667
Ruchi Sagar,"36/A1, Konappa Agrahara Vilage, Electronic City, Bangalore",0.804,5.0,1.0
Ruchi's Corner,"186, 24th Cross, 2nd Stage, Banashankari, Bangalore",-0.968,1.0,0.0
Ruchi's Corner,"186, 24th Cross, 2nd Stage, Banashankari, Bangalore",-0.084,312.0,0.25
Ruchie Rich,"3-35/2, Phase 2, Electronic City, Bangalore",0.083,100.0,0.45
Ruchie Rich,"3-35/2, Phase 2, Electronic City, Bangalore",0.221,291.0,0.581
Ruchir,"Syndicate Bank Colony, Attibele, Electronic City, Bangalore",0.896,2.0,1.0
Ruchis Point,"186, 24th Cross, 2nd Stage, Banashankari, Bangalore",0.311,199.0,0.558
Ruchis Point,"186, 24th Cross, 2nd Stage, Banashankari, Bangalore",0.377,112.0,0.607
